Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
148,136,12,11,136,125,13,Train/13/00013_00061_00028.png
159,146,14,12,146,133,13,Train/13/00013_00061_00029.png
31,32,5,6,26,27,13,Train/13/00013_00062_00000.png
32,32,6,6,27,27,13,Train/13/00013_00062_00001.png
31,31,5,5,26,26,13,Train/13/00013_00062_00002.png
33,33,5,5,28,28,13,Train/13/00013_00062_00003.png
33,33,5,5,28,28,13,Train/13/00013_00062_00004.png
33,33,5,5,28,28,13,Train/13/00013_00062_00005.png
36,35,6,6,31,30,13,Train/13/00013_00062_00006.png
36,35,6,6,31,30,13,Train/13/00013_00062_00007.png
37,35,6,5,32,30,13,Train/13/00013_00062_00008.png
38,38,5,6,33,33,13,Train/13/00013_00062_00009.png
38,37,5,5,33,32,13,Train/13/00013_00062_00010.png
40,39,6,6,35,34,13,Train/13/00013_00062_00011.png
41,40,5,6,36,35,13,Train/13/00013_00062_00012.png
43,42,6,6,38,37,13,Train/13/00013_00062_00013.png
43,41,6,5,38,36,13,Train/13/00013_00062_00014.png
45,45,5,6,40,40,13,Train/13/00013_00062_00015.png
49,49,5,6,44,44,13,Train/13/00013_00062_00016.png
53,53,5,6,48,48,13,Train/13/00013_00062_00017.png
59,56,5,6,54,51,13,Train/13/00013_00062_00018.png
63,57,6,6,58,52,13,Train/13/00013_00062_00019.png
68,63,6,5,62,58,13,Train/13/00013_00062_00020.png
72,65,6,6,66,60,13,Train/13/00013_00062_00021.png
80,72,7,7,73,66,13,Train/13/00013_00062_00022.png
84,76,8,7,77,70,13,Train/13/00013_00062_00023.png
94,83,9,7,86,76,13,Train/13/00013_00062_00024.png
100,93,8,9,92,85,13,Train/13/00013_00062_00025.png
108,97,10,9,99,89,13,Train/13/00013_00062_00026.png
119,107,10,9,109,98,13,Train/13/00013_00062_00027.png
132,122,11,11,121,112,13,Train/13/00013_00062_00028.png
154,139,13,12,141,127,13,Train/13/00013_00062_00029.png
29,28,6,6,24,23,13,Train/13/00013_00063_00000.png
30,28,6,5,25,23,13,Train/13/00013_00063_00001.png
31,30,6,6,26,25,13,Train/13/00013_00063_00002.png
31,31,5,6,26,26,13,Train/13/00013_00063_00003.png
32,31,5,6,27,26,13,Train/13/00013_00063_00004.png
33,31,6,6,28,26,13,Train/13/00013_00063_00005.png
34,30,6,5,29,25,13,Train/13/00013_00063_00006.png
33,31,5,5,28,26,13,Train/13/00013_00063_00007.png
34,32,5,5,29,27,13,Train/13/00013_00063_00008.png
35,33,5,5,30,28,13,Train/13/00013_00063_00009.png
37,35,5,5,32,30,13,Train/13/00013_00063_00010.png
37,35,5,5,32,30,13,Train/13/00013_00063_00011.png
39,36,6,5,34,31,13,Train/13/00013_00063_00012.png
41,38,6,5,36,33,13,Train/13/00013_00063_00013.png
42,39,5,5,37,34,13,Train/13/00013_00063_00014.png
42,40,5,6,37,35,13,Train/13/00013_00063_00015.png
44,42,5,6,39,37,13,Train/13/00013_00063_00016.png
47,44,6,6,42,39,13,Train/13/00013_00063_00017.png
46,45,5,6,41,40,13,Train/13/00013_00063_00018.png
47,46,5,5,42,41,13,Train/13/00013_00063_00019.png
51,47,6,5,46,42,13,Train/13/00013_00063_00020.png
55,50,6,5,50,45,13,Train/13/00013_00063_00021.png
56,52,5,5,51,47,13,Train/13/00013_00063_00022.png
61,57,6,6,56,52,13,Train/13/00013_00063_00023.png
69,61,7,6,63,56,13,Train/13/00013_00063_00024.png
75,68,7,6,69,62,13,Train/13/00013_00063_00025.png
79,71,7,6,72,65,13,Train/13/00013_00063_00026.png
86,79,7,7,79,72,13,Train/13/00013_00063_00027.png
100,92,8,8,92,84,13,Train/13/00013_00063_00028.png
106,97,9,9,97,89,13,Train/13/00013_00063_00029.png
26,27,5,6,21,22,13,Train/13/00013_00064_00000.png
27,27,5,5,22,22,13,Train/13/00013_00064_00001.png
28,27,6,5,23,22,13,Train/13/00013_00064_00002.png
27,27,5,5,22,22,13,Train/13/00013_00064_00003.png
27,28,5,6,22,23,13,Train/13/00013_00064_00004.png
29,29,5,5,24,24,13,Train/13/00013_00064_00005.png
30,29,6,5,25,24,13,Train/13/00013_00064_00006.png
30,29,6,5,25,24,13,Train/13/00013_00064_00007.png
30,30,5,5,25,25,13,Train/13/00013_00064_00008.png
30,30,5,5,25,25,13,Train/13/00013_00064_00009.png
31,30,6,5,26,25,13,Train/13/00013_00064_00010.png
30,30,5,5,25,25,13,Train/13/00013_00064_00011.png
31,31,6,6,26,26,13,Train/13/00013_00064_00012.png
30,31,5,6,25,26,13,Train/13/00013_00064_00013.png
31,31,6,6,26,26,13,Train/13/00013_00064_00014.png
32,33,5,6,27,28,13,Train/13/00013_00064_00015.png
32,33,5,6,27,28,13,Train/13/00013_00064_00016.png
32,33,5,6,27,28,13,Train/13/00013_00064_00017.png
35,35,6,6,30,30,13,Train/13/00013_00064_00018.png
35,35,6,6,30,30,13,Train/13/00013_00064_00019.png
35,34,6,5,30,29,13,Train/13/00013_00064_00020.png
34,35,5,6,29,30,13,Train/13/00013_00064_00021.png
34,35,5,6,29,30,13,Train/13/00013_00064_00022.png
34,34,5,5,29,29,13,Train/13/00013_00064_00023.png
37,36,6,5,32,31,13,Train/13/00013_00064_00024.png
37,37,6,6,32,32,13,Train/13/00013_00064_00025.png
39,38,6,5,34,33,13,Train/13/00013_00064_00026.png
41,41,6,6,36,36,13,Train/13/00013_00064_00027.png
40,41,5,6,35,36,13,Train/13/00013_00064_00028.png
41,40,6,5,36,35,13,Train/13/00013_00064_00029.png
37,32,6,5,32,27,13,Train/13/00013_00065_00000.png
37,32,6,5,32,27,13,Train/13/00013_00065_00001.png
35,30,5,5,30,25,13,Train/13/00013_00065_00002.png
35,31,6,6,30,26,13,Train/13/00013_00065_00003.png
37,32,6,5,32,27,13,Train/13/00013_00065_00004.png
39,33,6,5,34,28,13,Train/13/00013_00065_00005.png
38,34,5,5,33,29,13,Train/13/00013_00065_00006.png
38,35,5,6,33,30,13,Train/13/00013_00065_00007.png
39,36,6,6,34,31,13,Train/13/00013_00065_00008.png
40,37,6,6,35,32,13,Train/13/00013_00065_00009.png
39,36,6,6,34,31,13,Train/13/00013_00065_00010.png
41,37,6,5,36,32,13,Train/13/00013_00065_00011.png
41,38,5,5,36,33,13,Train/13/00013_00065_00012.png
44,39,5,5,39,34,13,Train/13/00013_00065_00013.png
47,42,5,5,42,37,13,Train/13/00013_00065_00014.png
51,46,6,6,46,41,13,Train/13/00013_00065_00015.png
52,47,6,6,47,42,13,Train/13/00013_00065_00016.png
53,48,6,6,48,43,13,Train/13/00013_00065_00017.png
55,48,6,5,50,43,13,Train/13/00013_00065_00018.png
58,51,6,5,53,46,13,Train/13/00013_00065_00019.png
63,57,5,6,58,52,13,Train/13/00013_00065_00020.png
68,59,7,6,62,54,13,Train/13/00013_00065_00021.png
69,60,6,5,63,55,13,Train/13/00013_00065_00022.png
73,63,7,5,67,58,13,Train/13/00013_00065_00023.png
75,68,6,6,69,62,13,Train/13/00013_00065_00024.png
84,72,8,7,77,66,13,Train/13/00013_00065_00025.png
91,76,8,6,83,70,13,Train/13/00013_00065_00026.png
95,82,9,8,87,75,13,Train/13/00013_00065_00027.png
104,92,9,9,95,84,13,Train/13/00013_00065_00028.png
122,106,11,10,112,97,13,Train/13/00013_00065_00029.png
33,31,6,5,28,26,13,Train/13/00013_00066_00000.png
35,34,6,6,30,29,13,Train/13/00013_00066_00001.png
34,33,5,5,29,28,13,Train/13/00013_00066_00002.png
34,34,5,6,29,29,13,Train/13/00013_00066_00003.png
34,33,5,6,29,28,13,Train/13/00013_00066_00004.png
36,33,6,5,31,28,13,Train/13/00013_00066_00005.png
37,34,6,6,32,29,13,Train/13/00013_00066_00006.png
36,33,5,5,31,28,13,Train/13/00013_00066_00007.png
36,34,5,6,31,29,13,Train/13/00013_00066_00008.png
36,34,5,6,31,29,13,Train/13/00013_00066_00009.png
37,34,6,6,32,29,13,Train/13/00013_00066_00010.png
38,36,5,6,33,31,13,Train/13/00013_00066_00011.png
38,37,6,6,33,32,13,Train/13/00013_00066_00012.png
40,37,6,6,35,32,13,Train/13/00013_00066_00013.png
41,37,6,5,36,32,13,Train/13/00013_00066_00014.png
43,40,6,6,38,35,13,Train/13/00013_00066_00015.png
42,39,5,5,37,34,13,Train/13/00013_00066_00016.png
43,39,6,5,38,34,13,Train/13/00013_00066_00017.png
46,42,6,5,41,37,13,Train/13/00013_00066_00018.png
49,46,6,6,44,41,13,Train/13/00013_00066_00019.png
48,46,5,6,43,41,13,Train/13/00013_00066_00020.png
51,48,5,5,46,43,13,Train/13/00013_00066_00021.png
55,51,6,6,50,46,13,Train/13/00013_00066_00022.png
59,56,5,6,54,51,13,Train/13/00013_00066_00023.png
63,59,5,6,58,54,13,Train/13/00013_00066_00024.png
71,63,7,6,65,58,13,Train/13/00013_00066_00025.png
80,71,8,6,73,65,13,Train/13/00013_00066_00026.png
91,81,8,8,83,74,13,Train/13/00013_00066_00027.png
105,93,10,8,96,85,13,Train/13/00013_00066_00028.png
129,115,12,10,118,105,13,Train/13/00013_00066_00029.png
33,32,6,6,28,27,13,Train/13/00013_00067_00000.png
35,33,6,6,30,28,13,Train/13/00013_00067_00001.png
36,33,6,5,31,28,13,Train/13/00013_00067_00002.png
36,32,6,5,31,27,13,Train/13/00013_00067_00003.png
36,33,5,5,31,28,13,Train/13/00013_00067_00004.png
36,34,5,6,31,29,13,Train/13/00013_00067_00005.png
37,34,6,6,32,29,13,Train/13/00013_00067_00006.png
36,33,5,5,31,28,13,Train/13/00013_00067_00007.png
37,34,6,6,32,29,13,Train/13/00013_00067_00008.png
38,35,6,6,33,30,13,Train/13/00013_00067_00009.png
36,34,5,5,31,29,13,Train/13/00013_00067_00010.png
38,36,6,5,33,31,13,Train/13/00013_00067_00011.png
38,36,5,5,33,31,13,Train/13/00013_00067_00012.png
40,37,6,6,35,32,13,Train/13/00013_00067_00013.png
40,37,6,6,35,32,13,Train/13/00013_00067_00014.png
40,38,5,6,35,33,13,Train/13/00013_00067_00015.png
43,41,5,6,38,36,13,Train/13/00013_00067_00016.png
47,44,6,6,42,39,13,Train/13/00013_00067_00017.png
48,46,5,6,43,41,13,Train/13/00013_00067_00018.png
48,46,5,6,43,41,13,Train/13/00013_00067_00019.png
55,50,6,6,50,45,13,Train/13/00013_00067_00020.png
52,49,5,6,47,44,13,Train/13/00013_00067_00021.png
56,54,5,6,51,49,13,Train/13/00013_00067_00022.png
64,57,6,6,59,52,13,Train/13/00013_00067_00023.png
67,61,6,5,61,56,13,Train/13/00013_00067_00024.png
71,63,6,5,65,58,13,Train/13/00013_00067_00025.png
81,73,7,6,74,67,13,Train/13/00013_00067_00026.png
93,87,8,8,85,80,13,Train/13/00013_00067_00027.png
107,98,9,8,98,90,13,Train/13/00013_00067_00028.png
129,119,11,10,118,109,13,Train/13/00013_00067_00029.png
53,47,5,6,48,42,13,Train/13/00013_00068_00000.png
55,49,5,6,50,44,13,Train/13/00013_00068_00001.png
55,48,6,5,50,43,13,Train/13/00013_00068_00002.png
54,48,5,6,49,43,13,Train/13/00013_00068_00003.png
55,49,5,6,50,44,13,Train/13/00013_00068_00004.png
57,50,6,6,52,45,13,Train/13/00013_00068_00005.png
59,51,6,6,54,46,13,Train/13/00013_00068_00006.png
63,53,6,5,58,48,13,Train/13/00013_00068_00007.png
61,51,5,6,56,46,13,Train/13/00013_00068_00008.png
68,53,6,5,62,48,13,Train/13/00013_00068_00009.png
68,52,7,5,62,47,13,Train/13/00013_00068_00010.png
69,54,6,6,63,49,13,Train/13/00013_00068_00011.png
72,54,6,5,66,49,13,Train/13/00013_00068_00012.png
75,58,7,6,69,53,13,Train/13/00013_00068_00013.png
76,58,7,5,70,53,13,Train/13/00013_00068_00014.png
81,62,7,5,74,57,13,Train/13/00013_00068_00015.png
86,69,8,7,79,63,13,Train/13/00013_00068_00016.png
88,70,8,6,81,64,13,Train/13/00013_00068_00017.png
94,74,9,6,86,68,13,Train/13/00013_00068_00018.png
98,75,9,6,90,69,13,Train/13/00013_00068_00019.png
105,83,10,8,96,76,13,Train/13/00013_00068_00020.png
108,85,10,8,99,78,13,Train/13/00013_00068_00021.png
119,92,11,8,109,84,13,Train/13/00013_00068_00022.png
121,96,10,9,111,88,13,Train/13/00013_00068_00023.png
128,100,12,9,117,92,13,Train/13/00013_00068_00024.png
131,105,11,9,120,96,13,Train/13/00013_00068_00025.png
143,110,12,10,131,101,13,Train/13/00013_00068_00026.png
148,113,13,10,136,104,13,Train/13/00013_00068_00027.png
154,122,14,11,141,112,13,Train/13/00013_00068_00028.png
167,121,15,10,153,111,13,Train/13/00013_00068_00029.png
33,32,6,5,28,27,13,Train/13/00013_00069_00000.png
32,33,5,6,27,28,13,Train/13/00013_00069_00001.png
34,33,6,5,29,28,13,Train/13/00013_00069_00002.png
34,33,6,5,29,28,13,Train/13/00013_00069_00003.png
34,34,6,6,29,29,13,Train/13/00013_00069_00004.png
34,34,6,6,29,29,13,Train/13/00013_00069_00005.png
33,33,5,5,28,28,13,Train/13/00013_00069_00006.png
33,33,5,5,28,28,13,Train/13/00013_00069_00007.png
34,34,6,6,29,29,13,Train/13/00013_00069_00008.png
35,34,6,5,30,29,13,Train/13/00013_00069_00009.png
35,35,5,5,30,30,13,Train/13/00013_00069_00010.png
37,36,6,5,32,31,13,Train/13/00013_00069_00011.png
38,39,5,6,33,34,13,Train/13/00013_00069_00012.png
37,37,5,5,32,32,13,Train/13/00013_00069_00013.png
37,37,5,5,32,32,13,Train/13/00013_00069_00014.png
40,39,6,5,35,34,13,Train/13/00013_00069_00015.png
42,42,5,5,37,37,13,Train/13/00013_00069_00016.png
42,43,5,6,37,38,13,Train/13/00013_00069_00017.png
43,43,6,6,38,38,13,Train/13/00013_00069_00018.png
46,46,5,5,41,41,13,Train/13/00013_00069_00019.png
48,48,6,6,43,43,13,Train/13/00013_00069_00020.png
47,48,5,6,42,43,13,Train/13/00013_00069_00021.png
50,50,6,6,45,45,13,Train/13/00013_00069_00022.png
54,55,5,6,49,50,13,Train/13/00013_00069_00023.png
59,59,6,6,54,54,13,Train/13/00013_00069_00024.png
61,61,5,5,56,56,13,Train/13/00013_00069_00025.png
70,71,6,7,64,65,13,Train/13/00013_00069_00026.png
75,75,7,7,69,69,13,Train/13/00013_00069_00027.png
75,83,6,8,69,76,13,Train/13/00013_00069_00028.png
82,88,7,7,75,81,13,Train/13/00013_00069_00029.png
68,61,7,6,62,56,13,Train/13/00013_00070_00000.png
65,60,6,6,60,55,13,Train/13/00013_00070_00001.png
68,61,7,6,62,56,13,Train/13/00013_00070_00002.png
70,64,6,5,64,59,13,Train/13/00013_00070_00003.png
72,68,7,7,66,62,13,Train/13/00013_00070_00004.png
74,70,7,7,68,64,13,Train/13/00013_00070_00005.png
76,73,7,7,70,67,13,Train/13/00013_00070_00006.png
79,75,7,7,72,69,13,Train/13/00013_00070_00007.png
82,75,8,6,75,69,13,Train/13/00013_00070_00008.png
84,79,7,7,77,72,13,Train/13/00013_00070_00009.png
86,80,7,7,79,73,13,Train/13/00013_00070_00010.png
89,82,8,7,82,75,13,Train/13/00013_00070_00011.png
92,84,8,7,84,77,13,Train/13/00013_00070_00012.png
97,88,9,8,89,81,13,Train/13/00013_00070_00013.png
97,88,8,8,89,81,13,Train/13/00013_00070_00014.png
104,93,10,9,95,85,13,Train/13/00013_00070_00015.png
106,96,9,8,97,88,13,Train/13/00013_00070_00016.png
109,99,9,9,100,91,13,Train/13/00013_00070_00017.png
113,101,10,9,104,93,13,Train/13/00013_00070_00018.png
116,105,10,10,106,96,13,Train/13/00013_00070_00019.png
121,106,11,9,111,97,13,Train/13/00013_00070_00020.png
124,109,11,9,114,100,13,Train/13/00013_00070_00021.png
128,112,11,10,117,103,13,Train/13/00013_00070_00022.png
131,117,11,10,120,107,13,Train/13/00013_00070_00023.png
135,123,11,11,124,113,13,Train/13/00013_00070_00024.png
142,128,12,12,130,117,13,Train/13/00013_00070_00025.png
146,131,12,11,134,120,13,Train/13/00013_00070_00026.png
154,135,13,11,141,124,13,Train/13/00013_00070_00027.png
161,144,14,13,148,132,13,Train/13/00013_00070_00028.png
170,149,14,13,156,137,13,Train/13/00013_00070_00029.png
36,34,6,6,31,29,13,Train/13/00013_00071_00000.png
36,34,5,5,31,29,13,Train/13/00013_00071_00001.png
37,35,5,5,31,30,13,Train/13/00013_00071_00002.png
37,36,5,5,31,31,13,Train/13/00013_00071_00003.png
36,34,5,5,31,29,13,Train/13/00013_00071_00004.png
38,35,5,5,32,30,13,Train/13/00013_00071_00005.png
39,37,6,6,33,32,13,Train/13/00013_00071_00006.png
39,36,6,5,34,31,13,Train/13/00013_00071_00007.png
40,38,6,6,34,33,13,Train/13/00013_00071_00008.png
40,39,5,5,35,34,13,Train/13/00013_00071_00009.png
40,39,5,6,35,34,13,Train/13/00013_00071_00010.png
42,39,6,5,37,34,13,Train/13/00013_00071_00011.png
42,42,5,6,37,36,13,Train/13/00013_00071_00012.png
43,41,5,5,38,36,13,Train/13/00013_00071_00013.png
46,44,6,6,41,39,13,Train/13/00013_00071_00014.png
45,45,5,6,40,39,13,Train/13/00013_00071_00015.png
47,46,5,6,42,41,13,Train/13/00013_00071_00016.png
49,46,6,6,44,41,13,Train/13/00013_00071_00017.png
49,46,5,6,44,41,13,Train/13/00013_00071_00018.png
49,48,5,6,44,43,13,Train/13/00013_00071_00019.png
53,47,6,5,47,42,13,Train/13/00013_00071_00020.png
54,52,5,6,49,47,13,Train/13/00013_00071_00021.png
55,52,5,5,50,47,13,Train/13/00013_00071_00022.png
56,55,5,6,51,49,13,Train/13/00013_00071_00023.png
57,54,5,5,52,48,13,Train/13/00013_00071_00024.png
58,55,5,5,53,50,13,Train/13/00013_00071_00025.png
62,59,5,6,57,54,13,Train/13/00013_00071_00026.png
62,61,5,6,57,55,13,Train/13/00013_00071_00027.png
69,63,7,6,63,58,13,Train/13/00013_00071_00028.png
72,67,7,6,66,61,13,Train/13/00013_00071_00029.png
48,45,6,5,43,40,14,Train/14/00014_00000_00000.png
48,46,6,6,43,41,14,Train/14/00014_00000_00001.png
49,46,5,6,44,41,14,Train/14/00014_00000_00002.png
51,49,5,6,46,44,14,Train/14/00014_00000_00003.png
50,48,5,5,45,43,14,Train/14/00014_00000_00004.png
52,51,6,6,47,46,14,Train/14/00014_00000_00005.png
54,52,6,5,49,47,14,Train/14/00014_00000_00006.png
54,54,5,5,49,49,14,Train/14/00014_00000_00007.png
56,56,6,6,51,51,14,Train/14/00014_00000_00008.png
57,56,6,5,52,51,14,Train/14/00014_00000_00009.png
59,58,6,5,54,53,14,Train/14/00014_00000_00010.png
60,60,6,6,55,55,14,Train/14/00014_00000_00011.png
63,63,6,6,58,58,14,Train/14/00014_00000_00012.png
64,65,5,6,59,60,14,Train/14/00014_00000_00013.png
69,68,7,6,63,62,14,Train/14/00014_00000_00014.png
72,71,7,6,66,65,14,Train/14/00014_00000_00015.png
73,73,7,7,67,67,14,Train/14/00014_00000_00016.png
74,76,6,7,68,70,14,Train/14/00014_00000_00017.png
81,82,7,8,74,75,14,Train/14/00014_00000_00018.png
85,84,8,7,78,77,14,Train/14/00014_00000_00019.png
88,89,7,8,81,82,14,Train/14/00014_00000_00020.png
96,96,8,8,88,88,14,Train/14/00014_00000_00021.png
100,99,8,8,92,91,14,Train/14/00014_00000_00022.png
109,108,10,10,100,99,14,Train/14/00014_00000_00023.png
117,117,10,10,107,107,14,Train/14/00014_00000_00024.png
124,123,11,11,114,113,14,Train/14/00014_00000_00025.png
131,131,11,12,120,120,14,Train/14/00014_00000_00026.png
144,143,12,13,132,131,14,Train/14/00014_00000_00027.png
164,159,15,14,150,146,14,Train/14/00014_00000_00028.png
172,171,14,15,158,157,14,Train/14/00014_00000_00029.png
30,30,5,5,25,25,14,Train/14/00014_00001_00000.png
32,31,6,5,27,26,14,Train/14/00014_00001_00001.png
33,34,5,6,28,29,14,Train/14/00014_00001_00002.png
33,34,5,5,28,29,14,Train/14/00014_00001_00003.png
36,36,6,6,30,30,14,Train/14/00014_00001_00004.png
37,37,6,6,32,32,14,Train/14/00014_00001_00005.png
37,37,6,6,32,32,14,Train/14/00014_00001_00006.png
38,38,6,5,33,32,14,Train/14/00014_00001_00007.png
39,40,5,5,34,34,14,Train/14/00014_00001_00008.png
41,42,6,6,36,37,14,Train/14/00014_00001_00009.png
43,43,6,6,38,38,14,Train/14/00014_00001_00010.png
46,44,6,5,40,39,14,Train/14/00014_00001_00011.png
48,48,5,6,42,43,14,Train/14/00014_00001_00012.png
51,51,6,6,46,46,14,Train/14/00014_00001_00013.png
51,51,5,5,46,46,14,Train/14/00014_00001_00014.png
55,55,5,5,50,50,14,Train/14/00014_00001_00015.png
60,59,6,6,54,54,14,Train/14/00014_00001_00016.png
62,63,5,5,57,58,14,Train/14/00014_00001_00017.png
68,70,6,6,62,63,14,Train/14/00014_00001_00018.png
73,73,7,6,67,67,14,Train/14/00014_00001_00019.png
80,81,7,7,72,73,14,Train/14/00014_00001_00020.png
87,87,8,7,80,80,14,Train/14/00014_00001_00021.png
96,99,9,9,88,91,14,Train/14/00014_00001_00022.png
108,110,9,10,98,101,14,Train/14/00014_00001_00023.png
120,119,10,10,110,109,14,Train/14/00014_00001_00024.png
132,131,12,11,121,119,14,Train/14/00014_00001_00025.png
144,144,12,13,132,132,14,Train/14/00014_00001_00026.png
159,157,14,14,146,144,14,Train/14/00014_00001_00027.png
178,171,16,14,163,157,14,Train/14/00014_00001_00028.png
193,191,16,17,177,174,14,Train/14/00014_00001_00029.png
31,32,5,6,26,27,14,Train/14/00014_00002_00000.png
31,32,5,5,26,27,14,Train/14/00014_00002_00001.png
33,33,6,5,27,27,14,Train/14/00014_00002_00002.png
34,34,6,5,29,29,14,Train/14/00014_00002_00003.png
34,35,5,5,29,29,14,Train/14/00014_00002_00004.png
37,36,6,6,31,31,14,Train/14/00014_00002_00005.png
36,36,5,5,31,31,14,Train/14/00014_00002_00006.png
38,37,6,5,32,31,14,Train/14/00014_00002_00007.png
38,39,5,6,32,33,14,Train/14/00014_00002_00008.png
40,39,6,5,35,34,14,Train/14/00014_00002_00009.png
40,41,5,6,35,36,14,Train/14/00014_00002_00010.png
41,41,5,5,36,36,14,Train/14/00014_00002_00011.png
42,42,5,5,36,36,14,Train/14/00014_00002_00012.png
43,44,5,6,37,38,14,Train/14/00014_00002_00013.png
44,44,6,6,39,39,14,Train/14/00014_00002_00014.png
45,46,6,6,40,41,14,Train/14/00014_00002_00015.png
46,46,5,5,41,41,14,Train/14/00014_00002_00016.png
48,48,6,6,43,43,14,Train/14/00014_00002_00017.png
48,48,6,6,43,43,14,Train/14/00014_00002_00018.png
51,50,6,6,46,45,14,Train/14/00014_00002_00019.png
53,53,6,6,48,48,14,Train/14/00014_00002_00020.png
54,53,6,5,49,48,14,Train/14/00014_00002_00021.png
57,57,6,6,51,51,14,Train/14/00014_00002_00022.png
57,58,5,6,51,52,14,Train/14/00014_00002_00023.png
59,59,5,5,54,54,14,Train/14/00014_00002_00024.png
62,61,6,5,57,55,14,Train/14/00014_00002_00025.png
64,64,5,5,59,59,14,Train/14/00014_00002_00026.png
70,69,7,7,64,63,14,Train/14/00014_00002_00027.png
71,72,6,7,65,66,14,Train/14/00014_00002_00028.png
77,76,7,6,71,70,14,Train/14/00014_00002_00029.png
41,43,5,6,36,38,14,Train/14/00014_00003_00000.png
43,44,6,6,38,39,14,Train/14/00014_00003_00001.png
43,44,5,5,38,38,14,Train/14/00014_00003_00002.png
46,44,6,5,40,39,14,Train/14/00014_00003_00003.png
47,46,6,5,41,40,14,Train/14/00014_00003_00004.png
47,46,6,5,42,41,14,Train/14/00014_00003_00005.png
47,48,5,5,42,42,14,Train/14/00014_00003_00006.png
48,49,5,5,43,44,14,Train/14/00014_00003_00007.png
49,51,5,6,44,46,14,Train/14/00014_00003_00008.png
52,51,6,5,47,46,14,Train/14/00014_00003_00009.png
54,54,6,6,48,48,14,Train/14/00014_00003_00010.png
55,55,6,6,50,50,14,Train/14/00014_00003_00011.png
56,57,5,5,51,52,14,Train/14/00014_00003_00012.png
58,59,5,5,52,54,14,Train/14/00014_00003_00013.png
61,63,6,6,56,58,14,Train/14/00014_00003_00014.png
63,64,6,5,58,59,14,Train/14/00014_00003_00015.png
63,68,5,6,58,61,14,Train/14/00014_00003_00016.png
70,72,7,7,64,66,14,Train/14/00014_00003_00017.png
72,73,7,6,66,67,14,Train/14/00014_00003_00018.png
76,80,6,8,69,73,14,Train/14/00014_00003_00019.png
83,83,8,7,75,75,14,Train/14/00014_00003_00020.png
87,87,8,7,80,80,14,Train/14/00014_00003_00021.png
93,94,8,8,85,85,14,Train/14/00014_00003_00022.png
99,98,9,8,91,90,14,Train/14/00014_00003_00023.png
110,108,9,9,100,99,14,Train/14/00014_00003_00024.png
120,117,11,11,110,107,14,Train/14/00014_00003_00025.png
129,125,11,11,118,114,14,Train/14/00014_00003_00026.png
144,140,12,12,132,127,14,Train/14/00014_00003_00027.png
159,153,14,14,145,140,14,Train/14/00014_00003_00028.png
176,169,15,14,161,155,14,Train/14/00014_00003_00029.png
37,38,6,6,32,33,14,Train/14/00014_00004_00000.png
37,39,5,6,32,34,14,Train/14/00014_00004_00001.png
38,40,5,6,32,35,14,Train/14/00014_00004_00002.png
40,41,6,6,35,36,14,Train/14/00014_00004_00003.png
40,42,6,6,34,36,14,Train/14/00014_00004_00004.png
39,39,5,5,34,34,14,Train/14/00014_00004_00005.png
41,42,6,5,36,37,14,Train/14/00014_00004_00006.png
41,43,5,6,36,37,14,Train/14/00014_00004_00007.png
44,43,6,5,39,38,14,Train/14/00014_00004_00008.png
45,46,5,6,39,40,14,Train/14/00014_00004_00009.png
46,47,5,6,41,41,14,Train/14/00014_00004_00010.png
48,48,6,5,43,43,14,Train/14/00014_00004_00011.png
50,49,6,5,44,44,14,Train/14/00014_00004_00012.png
52,52,6,6,46,47,14,Train/14/00014_00004_00013.png
52,53,5,6,47,48,14,Train/14/00014_00004_00014.png
56,56,6,6,51,51,14,Train/14/00014_00004_00015.png
58,58,5,6,52,53,14,Train/14/00014_00004_00016.png
61,61,5,6,56,56,14,Train/14/00014_00004_00017.png
63,64,6,5,58,58,14,Train/14/00014_00004_00018.png
69,70,6,6,63,64,14,Train/14/00014_00004_00019.png
75,76,7,7,69,70,14,Train/14/00014_00004_00020.png
81,83,7,8,73,76,14,Train/14/00014_00004_00021.png
87,88,7,7,80,81,14,Train/14/00014_00004_00022.png
94,97,8,9,86,89,14,Train/14/00014_00004_00023.png
105,106,10,10,96,97,14,Train/14/00014_00004_00024.png
117,117,11,11,107,107,14,Train/14/00014_00004_00025.png
129,130,11,12,118,119,14,Train/14/00014_00004_00026.png
147,147,13,13,135,135,14,Train/14/00014_00004_00027.png
168,167,15,14,154,153,14,Train/14/00014_00004_00028.png
194,193,16,17,178,177,14,Train/14/00014_00004_00029.png
52,53,5,6,47,48,14,Train/14/00014_00005_00000.png
52,53,5,6,47,48,14,Train/14/00014_00005_00001.png
52,53,5,6,47,48,14,Train/14/00014_00005_00002.png
53,53,6,6,48,48,14,Train/14/00014_00005_00003.png
54,53,6,6,48,48,14,Train/14/00014_00005_00004.png
54,54,6,6,49,49,14,Train/14/00014_00005_00005.png
53,54,5,6,48,49,14,Train/14/00014_00005_00006.png
53,53,5,5,48,48,14,Train/14/00014_00005_00007.png
54,54,6,6,49,49,14,Train/14/00014_00005_00008.png
55,55,6,6,50,50,14,Train/14/00014_00005_00009.png
54,55,5,6,49,50,14,Train/14/00014_00005_00010.png
55,56,5,6,50,51,14,Train/14/00014_00005_00011.png
56,57,5,6,50,52,14,Train/14/00014_00005_00012.png
